Mechant_id  negative    normal  positive  
1	0	12	0
100	1	1	0
1000	0	5	0
1001	7	20	14
1002	5	8	0
1003	0	3	0
1004	82	281	1
1005	30	19	1
1007	3	22	0
1008	0	11	0
1009	0	1	0
101	0	4	0
1010	3	10	2
1011	63	59	6
1013	29	64	5
1015	19	16	1
1016	10	5	1
1017	8	9	0
1018	4	6	5
1019	0	4	0
102	1	3	0
1020	0	3	0
1021	0	5	0
1022	0	7	1
1023	4	41	8
1024	0	14	0
1025	10	6	2
1026	1	17	1
1027	0	13	0
1028	4	24	2
1029	2	0	1
103	0	4	0
1030	0	11	0
1031	2	2	0
1032	2	0	0
1033	0	3	0
1034	8	14	0
1035	33	3	1
1036	18	62	1
1037	21	54	9
1039	0	1	0
104	0	7	0
1040	7	8	0
1041	5028	1904	234
1042	0	7	0
1043	0	33	0
1044	11	5	0
1045	0	4	0
1046	0	12	0
1047	0	2	0
1048	0	2	0
1049	0	5	0
105	15	28	6
1050	1	2	0
1051	4	11	0
1052	11	28	2
1055	0	1	0
1057	11	22	3
1058	0	21	0
1059	0	10	0
106	6	9	1
1060	0	23	0
1061	18	32	3
1062	0	12	0
1063	0	1	0
1064	0	14	0
1065	9	11	1
1066	0	5	0
1067	0	1	0
1068	5	26	2
107	2	4	4
1070	1	9	0
1071	4	3	0
1072	351	395	25
1073	118	99	1
1074	6	7	0
1075	4	9	1
1076	2	3	0
1077	3	9	0
1078	2	1	0
1079	0	2	0
108	2	1	0
1080	5411	2889	120
1081	2	15	0
1082	4	3	1
1083	41	55	1
1084	4	4	0
1085	0	5	0
1086	0	2	0
1087	1	10	1
1088	0	8	0
1089	4	9	1
109	28	23	3
1090	1	1	0
1091	7	12	4
1092	0	12	0
1093	0	11	0
1094	1	5	0
1095	3	7	3
1096	10	16	2
1098	3	7	0
1099	2	12	0
11	3	2	0
110	13	15	2
1100	5	4	0
1101	0	6	0
1103	0	2	0
1105	0	8	0
1106	16	3	0
1107	1	10	1
1108	0	4	0
1109	4	8	2
111	0	3	0
1110	6	11	0
1111	0	30	0
1112	3	4	1
1113	0	5	0
1114	2	4	1
1115	4	11	1
1116	3	1	0
1117	0	2	0
1118	30	13	5
1119	0	1	0
112	13	38	1
1120	0	4	1
1121	0	5	0
1122	6	7	0
1123	1	2	1
1124	0	4	0
1125	582	2029	105
1126	6	15	1
1127	14	35	5
1129	0	4	0
113	39	63	2
1130	2	4	1
1131	0	3	2
1132	0	17	2
1133	2	2	0
1134	0	60	0
1135	0	8	0
1136	5	36	3
1137	1	5	1
1138	0	6	1
1139	0	4	0
114	1	3	0
1140	0	5	0
1141	9	27	0
1142	0	14	0
1143	0	27	0
1144	0	7	0
1145	0	12	0
1147	7	7	1
1148	18	79	1
1149	7	9	3
1151	3	7	0
1152	0	10	0
1153	6	11	1
1154	0	2	0
1155	8	8	0
