Merchant_id 0   1   2   3   4   5   6   7   8   9   10  NULL
1	12	0	0	0	0	0	0	0	0	0	0	0
100	0	2	0	0	0	0	0	0	0	0	0	0
1000	5	0	0	0	0	0	0	0	0	0	0	0
1001	23	0	0	2	0	2	0	3	0	0	4	7
1002	13	0	0	0	0	0	0	0	0	0	0	0
1003	2	1	0	0	0	0	0	0	0	0	0	0
1004	320	18	14	0	0	4	0	3	0	0	2	3
1005	16	7	5	2	2	1	0	0	0	0	5	12
1007	7	1	0	4	3	1	0	0	1	1	7	0
1008	0	3	0	8	0	0	0	0	0	0	0	0
1009	0	0	0	0	0	0	1	0	0	0	0	0
101	0	0	0	0	0	1	0	0	1	0	2	0
1010	10	5	0	0	0	0	0	0	0	0	0	0
1011	40	23	7	9	9	3	7	1	7	1	8	13
1013	34	6	1	2	18	13	2	5	0	0	14	3
1015	3	0	4	2	10	1	3	0	0	2	8	3
1016	5	0	5	0	2	0	0	0	0	0	2	2
1017	2	4	2	1	1	2	0	0	0	0	4	1
1018	9	0	1	2	0	0	0	0	0	0	3	0
1019	2	1	0	1	0	0	0	0	0	0	0	0
102	4	0	0	0	0	0	0	0	0	0	0	0
1020	3	0	0	0	0	0	0	0	0	0	0	0
1021	2	0	0	0	0	0	1	0	0	0	2	0
1022	2	0	0	1	0	1	1	0	0	0	3	0
1023	49	0	0	0	0	0	0	0	0	0	0	4
1024	14	0	0	0	0	0	0	0	0	0	0	0
1025	4	2	0	1	4	0	0	0	0	0	2	5
1026	18	0	1	0	0	0	0	0	0	0	0	0
1027	6	0	0	0	0	0	0	0	7	0	0	0
1028	12	1	2	2	0	1	0	1	0	1	10	0
1029	2	1	0	0	0	0	0	0	0	0	0	0
103	4	0	0	0	0	0	0	0	0	0	0	0
1030	4	1	0	0	0	2	0	0	1	0	3	0
1031	2	0	0	0	0	0	0	0	0	0	2	0
1032	0	0	0	0	0	0	0	0	0	0	1	1
1033	1	1	0	0	0	1	0	0	0	0	0	0
1034	11	0	0	0	0	2	3	0	2	1	3	0
1035	12	3	3	1	2	0	2	0	0	0	6	8
1036	44	0	9	8	0	0	0	0	0	0	20	0
1037	41	27	4	3	2	0	0	0	2	0	3	2
1039	1	0	0	0	0	0	0	0	0	0	0	0
104	3	0	0	0	0	0	0	0	0	0	4	0
1040	4	0	0	4	0	0	1	0	0	0	6	0
1041	2284	1014	833	596	428	259	182	139	102	108	797	424
1042	0	2	2	1	0	0	0	0	1	0	1	0
1043	24	6	0	0	0	0	0	0	0	0	3	0
1044	2	4	3	2	0	0	0	0	0	0	0	5
1045	2	0	1	0	0	0	0	0	1	0	0	0
1046	1	0	0	0	0	0	1	2	0	1	7	0
1047	2	0	0	0	0	0	0	0	0	0	0	0
1048	0	0	0	0	0	0	0	1	0	0	1	0
1049	5	0	0	0	0	0	0	0	0	0	0	0
105	35	0	7	0	0	0	0	0	0	2	2	3
1050	3	0	0	0	0	0	0	0	0	0	0	0
1051	2	5	2	0	2	0	0	0	0	0	4	0
1052	12	3	6	9	11	0	0	0	0	0	0	0
1055	1	0	0	0	0	0	0	0	0	0	0	0
1057	25	6	0	0	0	0	0	0	0	0	2	3
1058	10	3	1	1	5	0	0	0	0	1	0	0
1059	0	0	0	0	0	0	0	0	0	0	10	0
106	6	0	5	0	0	2	0	0	0	0	3	0
1060	16	2	5	0	0	0	0	0	0	0	0	0
1061	29	7	2	2	0	3	1	0	0	1	3	5
1062	12	0	0	0	0	0	0	0	0	0	0	0
1063	0	0	0	0	0	0	0	0	1	0	0	0
1064	1	4	1	0	0	0	0	2	0	0	6	0
1065	2	2	0	0	4	2	3	0	0	2	4	2
1066	3	0	1	0	0	0	0	0	0	0	1	0
1067	0	1	0	0	0	0	0	0	0	0	0	0
1068	29	2	0	2	0	0	0	0	0	0	0	0
107	2	0	0	0	0	0	6	0	0	0	2	0
1070	10	0	0	0	0	0	0	0	0	0	0	0
1071	0	2	2	0	2	0	0	0	0	0	0	1
1072	185	49	84	66	31	56	47	32	24	7	129	61
1073	44	30	24	2	7	22	21	6	0	3	36	23
1074	10	2	0	0	0	0	0	0	0	0	0	1
1075	9	2	2	0	0	0	1	0	0	0	0	0
1076	5	0	0	0	0	0	0	0	0	0	0	0
1077	8	0	0	0	4	0	0	0	0	0	0	0
1078	2	1	0	0	0	0	0	0	0	0	0	0
1079	1	0	1	0	0	0	0	0	0	0	0	0
108	2	0	0	0	0	0	0	0	0	0	0	1
1080	4257	1689	628	184	229	123	103	179	37	19	582	390
1081	9	1	0	4	2	0	0	0	0	0	0	1
1082	0	3	0	0	0	0	0	0	0	0	3	2
1083	40	17	2	9	2	1	2	3	4	3	8	6
1084	3	0	1	0	0	0	0	0	2	0	0	2
1085	0	0	0	0	0	0	0	0	0	0	5	0
1086	1	0	0	1	0	0	0	0	0	0	0	0
1087	9	0	0	0	0	0	2	0	0	0	1	0
1088	8	0	0	0	0	0	0	0	0	0	0	0
1089	4	2	3	0	2	0	0	0	0	0	2	1
109	20	6	0	0	9	4	2	3	0	0	0	10
1090	2	0	0	0	0	0	0	0	0	0	0	0
1091	14	0	0	0	0	0	0	0	0	0	0	9
1092	0	0	0	0	3	1	1	2	0	0	5	0
1093	4	0	0	0	1	2	0	0	0	0	4	0
1094	5	0	0	0	0	0	0	0	0	0	1	0
1095	11	0	0	0	0	2	0	0	0	0	0	0
1096	15	2	0	4	0	0	0	0	0	0	2	5
1098	6	2	0	0	2	0	0	0	0	0	0	0
1099	14	0	0	0	0	0	0	0	0	0	0	0
11	0	2	0	0	0	0	0	2	0	0	0	1
110	16	2	0	1	3	0	1	0	0	0	6	1
1100	2	2	2	0	2	0	0	0	0	0	0	1
1101	0	3	0	0	1	2	0	0	0	0	0	0
1103	2	0	0	0	0	0	0	0	0	0	0	0
1105	8	0	0	0	0	0	0	0	0	0	0	0
1106	4	0	0	0	3	0	0	0	3	0	0	9
1107	8	0	3	1	0	0	0	0	0	0	0	0
1108	4	0	0	0	0	0	0	0	0	0	0	0
1109	7	0	0	0	0	2	5	0	0	0	0	0
111	3	0	0	0	0	0	0	0	0	0	0	0
1110	16	0	0	0	0	0	0	0	0	0	0	1
1111	9	4	3	7	1	0	0	0	0	2	4	0
1112	1	1	0	0	0	0	6	0	0	0	0	0
1113	2	2	0	1	0	0	0	0	0	0	0	0
1114	2	2	0	2	0	0	0	0	0	0	1	0
1115	15	0	0	0	0	0	0	0	0	0	0	1
1116	0	0	0	0	0	0	0	0	0	0	2	2
1117	2	0	0	0	0	0	0	0	0	0	0	0
1118	28	16	0	0	0	0	0	0	0	0	4	0
1119	1	0	0	0	0	0	0	0	0	0	0	0
112	16	19	5	2	0	0	0	0	0	2	7	1
1120	5	0	0	0	0	0	0	0	0	0	0	0
1121	5	0	0	0	0	0	0	0	0	0	0	0
1122	0	1	0	7	0	2	0	0	0	2	0	1
1123	0	0	0	0	0	0	0	0	1	2	1	0
1124	1	0	0	0	0	0	0	1	0	0	2	0
1125	2001	330	108	39	43	21	11	9	23	5	31	95
1126	19	1	0	0	0	0	0	0	0	0	0	2
1127	25	8	2	0	3	1	0	0	0	0	13	2
1129	1	2	0	0	0	0	0	1	0	0	0	0
113	58	32	0	0	0	7	0	0	0	0	0	7
1130	1	0	2	0	0	0	0	0	2	0	2	0
1131	5	0	0	0	0	0	0	0	0	0	0	0
1132	11	2	0	2	1	3	0	0	0	0	0	0
1133	0	0	2	0	0	0	0	0	0	0	2	0
1134	58	0	0	0	0	1	0	0	0	0	1	0
1135	5	0	1	0	0	0	2	0	0	0	0	0
1136	19	23	0	0	0	0	0	0	0	0	0	2
1137	7	0	0	0	0	0	0	0	0	0	0	0
1138	7	0	0	0	0	0	0	0	0	0	0	0
1139	3	0	0	0	0	0	0	0	0	0	1	0
114	0	1	3	0	0	0	0	0	0	0	0	0
1140	2	0	1	1	0	0	0	0	0	0	1	0
1141	7	11	1	8	0	0	2	2	0	1	3	1
1142	4	4	1	0	2	0	0	1	0	0	2	0
1143	22	3	0	0	0	0	0	0	0	0	2	0
1144	2	2	0	2	0	0	0	0	0	0	1	0
1145	7	2	0	0	0	1	0	0	0	0	2	0
1147	0	0	0	3	2	0	2	1	2	1	4	0
1148	89	7	0	0	0	0	0	0	0	0	0	2
1149	5	7	0	0	0	0	6	0	0	0	0	1
1151	0	0	0	1	0	0	3	0	0	1	4	1
1152	9	0	0	0	0	0	0	0	1	0	0	0
1153	11	3	0	0	0	0	2	0	0	0	0	2
1154	2	0	0	0	0	0	0	0	0	0	0	0
1155	5	3	1	0	2	0	0	0	0	0	2	3
1157	126	18	0	17	0	4	2	0	0	0	0	4
1158	1	1	0	0	0	0	0	0	0	0	2	0
1159	18	5	13	8	13	1	0	3	2	0	10	15
116	0	0	0	0	0	0	0	1	0	0	0	0
1160	5	0	2	5	1	0	2	0	0	3	7	1
1161	2	0	0	0	2	0	0	0	0	0	1	1
1162	12	1	1	0	0	2	0	0	0	0	0	0
1163	56	0	0	3	0	0	0	0	0	0	0	0
1164	1	0	0	0	0	0	0	0	0	0	0	0
1165	10	0	0	0	0	0	0	0	0	0	0	0
1166	2	0	0	0	2	0	0	0	0	0	1	0
1167	0	2	0	0	0	0	0	0	0	0	0	0
1168	9	9	6	0	1	0	0	1	0	2	0	3
1169	2732	931	413	252	190	161	134	101	81	70	827	226
1170	0	1	0	0	0	0	0	0	0	0	0	0
1171	1	0	0	0	0	0	0	0	0	0	4	0
1172	4	2	0	0	0	0	0	0	0	0	1	0
1173	1	1	0	0	0	0	0	0	0	0	0	0
1174	0	0	0	0	0	0	0	0	0	0	7	1
1175	0	0	0	0	0	0	0	0	0	0	4	0
1176	6	0	0	0	0	0	0	0	0	0	0	3
1177	26	1	0	2	0	0	0	0	0	0	0	0
1178	14	0	0	0	0	0	0	0	0	0	0	0
1179	0	0	0	0	0	0	0	0	0	0	6	0
118	0	0	0	0	0	0	0	0	0	0	9	0
1180	3	8	16	14	1	2	2	2	0	1	2	0
1181	15	4	0	0	0	0	0	0	0	0	0	0
1182	137	1	6	5	4	0	2	2	0	2	3	6
1183	16	2	0	0	0	0	0	0	0	0	0	1
1184	5	3	0	1	0	0	0	0	0	0	0	0
1185	5	3	2	1	0	0	1	0	0	0	3	0
1186	8	8	2	0	0	0	0	0	0	0	0	0
1187	0	0	2	2	5	2	0	2	0	0	16	4
1188	1	22	0	0	0	1	7	0	0	0	0	0
1189	2	6	0	0	0	0	0	0	0	0	1	0
119	2	1	1	0	0	0	0	1	0	0	1	0
1190	1	0	0	1	0	0	0	0	0	0	0	0
1191	2	9	0	2	4	2	8	2	12	2	12	1
1192	22	0	0	0	0	0	0	0	0	0	0	0
1193	42	2	0	0	2	0	22	0	0	1	2	1
1194	100	6	2	0	0	0	0	0	0	0	0	2
1195	0	0	2	0	0	0	0	0	0	0	2	0
1196	0	0	0	0	0	0	0	0	0	0	4	0
1197	22	0	0	0	0	0	0	0	0	0	0	3
1198	0	0	2	0	0	2	0	0	0	0	0	0
1199	0	0	0	0	0	0	0	0	0	0	1	0
12	1	2	0	0	3	0	0	0	0	0	0	0
120	164	0	0	0	0	0	0	0	0	0	0	0
1200	2	0	0	0	0	0	0	0	0	0	0	0
1201	6	3	0	0	1	0	0	1	0	0	0	0
1202	5	0	0	0	0	0	0	0	0	0	0	0
1203	11	0	0	0	0	0	0	0	0	0	0	0
1204	12	0	0	0	0	0	0	0	0	0	0	0
1205	0	0	0	0	1	0	2	0	0	0	0	0
1206	2	0	0	0	0	0	0	0	0	0	0	0
1207	0	0	2	0	0	0	0	0	2	0	4	2
1208	57	1	0	7	3	0	0	0	0	2	3	1
1209	0	0	0	0	0	0	0	0	0	0	1	0
121	0	3	0	0	4	1	0	0	0	0	3	0
1210	8	0	0	0	0	0	0	0	0	0	0	0
1211	2	4	0	1	0	1	0	0	0	0	0	0
1212	0	4	0	0	0	0	0	0	0	0	3	1
1213	10	9	8	2	3	2	0	0	0	0	8	2
1214	64	4	0	0	0	3	0	1	2	7	0	2
1215	26	5	6	2	0	2	0	0	2	0	6	0
1216	0	0	0	0	0	0	0	0	0	0	0	7
1217	0	1	0	0	0	0	0	1	0	0	0	0
1218	44	0	0	0	0	0	0	0	0	0	1	0
1219	22	2	14	0	0	0	0	0	0	0	0	0
122	157	15	17	10	4	0	0	0	0	0	3	8
